,ASX code,Company name,GICs industry group,Listing date,Market Cap
1562,RCE.AX,RECCE PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",15/01/2016,105170043
1563,RCL.AX,READCLOUD LIMITED,Software & Services,07/02/2018,6944725
1564,RCR.AX,RINCON RESOURCES LIMITED,Materials,21/12/2020,3250831
1565,RCT.AX,REEF CASINO TRUST,Consumer Services,11/02/1994,152889181
1566,RCW.AX,RIGHTCROWD LIMITED,Software & Services,18/09/2017,4737453
1567,RDG.AX,RESOURCE DEVELOPMENT GROUP LIMITED,Capital Goods,19/05/2011,155796278
1568,RDM.AX,RED METAL LIMITED,Materials,27/10/2003,13998729
1569,RDN.AX,RAIDEN RESOURCES LIMITED,Materials,12/03/1987,12331614
1570,RDS.AX,REDSTONE RESOURCES LIMITED,Materials,03/08/2006,5802149
1571,RDY.AX,READYTECH HOLDINGS LIMITED,Software & Services,17/04/2019,355540957
1572,REA.AX,REA GROUP LTD,Media & Entertainment,01/12/1999,17609903854
1573,REC.AX,RECHARGE METALS LIMITED,Materials,11/10/2021,33185625
1574,RED.AX,RED 5 LIMITED,Materials,16/10/1996,605409592
1575,REE.AX,RAREX LIMITED,Materials,11/07/2007,25413468
1576,REG.AX,REGIS HEALTHCARE LIMITED,Health Care Equipment & Services,07/10/2014,634916142
1577,REH.AX,REECE LIMITED,Capital Goods,01/01/1974,12092823868
1578,REM.AX,REMSENSE TECHNOLOGIES LIMITED,Capital Goods,02/11/2021,6563906
1579,REP.AX,RAM ESSENTIAL SERVICES PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),20/10/2021,349126343
1580,REX.AX,REGIONAL EXPRESS HOLDINGS LIMITED,Transportation,09/11/2005,132784718
1581,REY.AX,REY RESOURCES LIMITED,Energy,05/06/2006,30717893
1582,REZ.AX,RESOURCES & ENERGY GROUP LIMITED,Materials,11/03/2005,12994951
1583,RF1.AX,REGAL INVESTMENT FUND,Not Applic,17/06/2019,546384030
1584,RFA.AX,RARE FOODS AUSTRALIA LIMITED,"Food, Beverage & Tobacco",14/11/2017,13756070
1585,RFF.AX,RURAL FUNDS GROUP,Equity Real Estate Investment Trusts (REITs),14/02/2014,658104714
1586,RFG.AX,RETAIL FOOD GROUP LIMITED,Consumer Services,22/06/2006,117436584
1587,RFT.AX,RECTIFIER TECHNOLOGIES LTD,Capital Goods,22/09/1994,75883533
1588,RFX.AX,REDFLOW LIMITED,Capital Goods,14/12/2010,35954872
1589,RG8.AX,REGAL ASIAN INVESTMENTS LIMITED,Not Applic,13/11/2019,396065610
1590,RGI.AX,ROTO-GRO INTERNATIONAL LIMITED,Capital Goods,10/02/2017,SUSPENDED
1591,RGL.AX,RIVERSGOLD LIMITED,Materials,10/10/2017,12366399
1592,RGN.AX,REGION GROUP,Equity Real Estate Investment Trusts (REITs),26/11/2012,2607989360
1593,RGS.AX,REGENEUS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",19/09/2013,1838621
1594,RHC.AX,RAMSAY HEALTH CARE LIMITED,Health Care Equipment & Services,24/09/1997,12973418145
1595,RHI.AX,RED HILL MINERALS LIMITED,Materials,14/02/2006,298715737
1596,RHT.AX,RESONANCE HEALTH LIMITED,Health Care Equipment & Services,23/10/1987,18445984
1597,RHY.AX,RHYTHM BIOSCIENCES LIMITED,Health Care Equipment & Services,07/12/2017,92312887
1598,RIC.AX,RIDLEY CORPORATION LIMITED,"Food, Beverage & Tobacco",13/08/1987,619820252
1599,RIE.AX,RIEDEL RESOURCES LIMITED,Materials,31/01/2011,8697035
1600,RIM.AX,RIMFIRE PACIFIC MINING LIMITED,Materials,04/03/1997,14036713
1601,RIO.AX,RIO TINTO LIMITED,Materials,19/09/1962,42463422948
1602,RKN.AX,RECKON LIMITED,Software & Services,19/07/1999,57213890
1603,RKT.AX,ROCKETDNA LTD.,Technology Hardware & Equipment,18/06/2018,6406711
1604,RLC.AX,REEDY LAGOON CORPORATION LIMITED,Materials,22/06/2007,2833598
1605,RLF.AX,RLF AGTECH LTD,Materials,21/04/2022,24041326
1606,RLG.AX,ROOLIFE GROUP LTD,Media & Entertainment,16/11/2016,5036907
1607,RLT.AX,RENERGEN LIMITED,Energy,06/06/2019,237354313
1608,RMC.AX,RESIMAC GROUP LTD,Financial Services,19/03/2001,367521477
1609,RMD.AX,RESMED INC,Health Care Equipment & Services,25/11/1999,47074408557
1610,RMI.AX,RESOURCE MINING CORPORATION LIMITED,Materials,14/02/1985,25759665
1611,RML.AX,RESOLUTION MINERALS LTD,Materials,22/09/2017,5029167
1612,RMS.AX,RAMELIUS RESOURCES LIMITED,Materials,31/03/2003,1264687977
1613,RMX.AX,RED MOUNTAIN MINING LIMITED,Materials,01/09/2011,9087404
1614,RMY.AX,RMA GLOBAL LIMITED,Media & Entertainment,05/07/2018,46309238
1615,RND.AX,RAND MINING LIMITED,Materials,15/08/1985,71094951
1616,RNE.AX,RENU ENERGY LIMITED,Utilities,12/09/2002,14096068
1617,RNO.AX,RHINOMED LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",21/09/2007,20286098
1618,RNT.AX,RENT.COM.AU LIMITED,Media & Entertainment,26/05/1994,12327701
1619,RNU.AX,RENASCOR RESOURCES LIMITED,Materials,15/12/2010,469790387
1620,RNX.AX,RENEGADE EXPLORATION LIMITED,Materials,14/11/2006,13273733
1621,ROC.AX,ROCKETBOOTS LIMITED,Software & Services,07/12/2021,4518750
1622,ROG.AX,RED SKY ENERGY LIMITED.,Energy,23/05/2007,18557795
1623,RON.AX,RONIN RESOURCES LTD,Materials,16/12/2021,5218127
1624,ROO.AX,ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,Capital Goods,07/12/2017,693611
1625,RPG.AX,RAPTIS GROUP LIMITED,Real Estate Management & Development,17/07/1986,1269727
1626,RPL.AX,REGAL PARTNERS LIMITED,Financial Services,21/06/2019,667231884
1627,RPM.AX,RPM AUTOMOTIVE GROUP LIMITED,Automobiles & Components,10/11/1983,17334258
1628,RR1.AX,REACH RESOURCES LIMITED,Materials,06/11/2002,33060608
1629,RRL.AX,REGIS RESOURCES LIMITED,Materials,19/02/1987,1472300554
1630,RRR.AX,REVOLVER RESOURCES HOLDINGS LTD,Materials,23/09/2021,25160548
1631,RSG.AX,RESOLUTE MINING LIMITED,Materials,11/01/1979,809022496
1632,RSH.AX,RESPIRI LIMITED,Health Care Equipment & Services,14/07/2000,31199745
1633,RTE.AX,RETECH TECHNOLOGY CO. LIMITED,Consumer Services,22/06/2017,SUSPENDED
1634,RTG.AX,RTG MINING INC.,Materials,05/06/2014,46129680
1635,RTH.AX,RAS TECHNOLOGY HOLDINGS LIMITED,Commercial & Professional Services,23/11/2021,21365535
1636,RTR.AX,RUMBLE RESOURCES LIMITED,Materials,01/07/2011,115948632
1637,RUL.AX,RPMGLOBAL HOLDINGS LIMITED,Software & Services,27/05/2008,338946756
1638,RVR.AX,RED RIVER RESOURCES LIMITED,Materials,15/07/2005,SUSPENDED
1639,RVS.AX,REVASUM INC.,Semiconductors & Semiconductor Equipment,04/12/2018,16946665
1640,RVT.AX,RICHMOND VANADIUM TECHNOLOGY LIMITED,Materials,13/12/2022,87624166
1641,RWC.AX,RELIANCE WORLDWIDE CORPORATION LIMITED,Capital Goods,29/04/2016,3231487589
1642,RWD.AX,REWARD MINERALS LTD,Materials,12/12/1991,10481244
1643,RWL.AX,RUBICON WATER LIMITED,Technology Hardware & Equipment,02/09/2021,115163020
1644,RXH.AX,REWARDLE HOLDINGS LIMITED,Media & Entertainment,07/10/2014,11052751
1645,RXL.AX,ROX RESOURCES LIMITED,Materials,27/04/2004,79645762
1646,RXM.AX,REX MINERALS LIMITED,Materials,20/09/2007,136341145
1647,RYD.AX,RYDER CAPITAL LIMITED,Not Applic,28/09/2015,81425606
1648,RZI.AX,RAIZ INVEST LIMITED,Financial Services,21/06/2018,30837004
1649,S2R.AX,S2 RESOURCES LTD,Materials,19/10/2015,51261440
1650,S32.AX,SOUTH32 LIMITED,Materials,18/05/2015,17280774189
1651,S3N.AX,SENSORE LTD.,Class Pend,11/02/2022,21234805
1652,S66.AX,STAR COMBO PHARMA LIMITED,Household & Personal Products,16/05/2018,14859128
1653,SAN.AX,SAGALIO ENERGY LIMITED,Energy,15/12/2011,2660582
1654,SAU.AX,SOUTHERN GOLD LIMITED,Materials,21/04/2005,6305991
1655,SB2.AX,SALTER BROTHERS EMERGING COMPANIES LIMITED,Not Applic,16/06/2021,59638020
1656,SBM.AX,ST BARBARA LIMITED,Materials,15/05/1969,387857281
1657,SBR.AX,SABRE RESOURCES LIMITED,Materials,17/12/1987,7578641
1658,SBW.AX,SHEKEL BRAINWEIGH LTD,Software & Services,20/11/2018,16505069
1659,SCG.AX,SCENTRE GROUP,Equity Real Estate Investment Trusts (REITs),25/06/2014,13494983681
1660,SCL.AX,SCHROLE GROUP LTD,Software & Services,11/11/2013,9986924
1661,SCN.AX,SCORPION MINERALS LIMITED,Materials,07/03/2007,32842088
1662,SCT.AX,SCOUT SECURITY LIMITED,Consumer Services,25/08/2017,4844028
1663,SDF.AX,STEADFAST GROUP LIMITED,Insurance,02/08/2013,6293685084
1664,SDG.AX,SUNLAND GROUP LIMITED,Real Estate Management & Development,28/02/1995,180036012
1665,SDI.AX,SDI LIMITED,Health Care Equipment & Services,07/11/1985,99252718
1666,SDR.AX,SITEMINDER LIMITED,Software & Services,08/11/2021,819696996
1667,SDV.AX,SCIDEV LTD,Materials,02/05/2002,62160653
1668,SE1.AX,SENSERA LIMITED,Semiconductors & Semiconductor Equipment,23/12/2016,SUSPENDED
1669,SEC.AX,SPHERIA EMERGING COMPANIES LIMITED,Not Applic,05/12/2017,113083190
1670,SEG.AX,SPORTS ENTERTAINMENT GROUP LIMITED,Media & Entertainment,28/11/2000,50916845
1671,SEK.AX,SEEK LIMITED,Media & Entertainment,19/04/2005,7697918306
1672,SEN.AX,SENETAS CORPORATION LIMITED,Technology Hardware & Equipment,21/06/1984,29139375
1673,SEQ.AX,SEQUOIA FINANCIAL GROUP LTD,Financial Services,19/09/2000,72855903
1674,SER.AX,STRATEGIC ENERGY RESOURCES LIMITED,Materials,15/08/1991,4451156
1675,SES.AX,SECOS GROUP LTD,Materials,21/11/1996,30860995
1676,SFC.AX,SCHAFFER CORPORATION LIMITED,Automobiles & Components,01/01/1974,233604363
1677,SFG.AX,SEAFARMS GROUP LIMITED,"Food, Beverage & Tobacco",14/06/1990,19346397
1678,SFM.AX,SANTA FE MINERALS LTD,Materials,07/10/2011,3131208
1679,SFR.AX,SANDFIRE RESOURCES LIMITED,Materials,04/03/2004,2777902922
1680,SFX.AX,SHEFFIELD RESOURCES LIMITED,Materials,15/12/2010,182573467
1681,SGA.AX,SARYTOGAN GRAPHITE LIMITED,Materials,18/07/2022,35455998
1682,SGC.AX,SACGASCO LIMITED,Energy,11/10/2005,4925791
1683,SGF.AX,SG FLEET GROUP LIMITED,Commercial & Professional Services,04/03/2014,769466070
1684,SGI.AX,STEALTH GLOBAL HOLDINGS LTD,Capital Goods,02/10/2018,11964000
1685,SGLLV.AX,RICEGROWERS LIMITED,"Food, Beverage & Tobacco",08/04/2019,430843118
1686,SGM.AX,SIMS LIMITED,Materials,21/10/2005,2907381876
1687,SGP.AX,STOCKLAND,Equity Real Estate Investment Trusts (REITs),19/02/1987,9787403814
1688,SGQ.AX,ST GEORGE MINING LIMITED,Materials,16/11/2010,35301443
1689,SGR.AX,THE STAR ENTERTAINMENT GROUP LIMITED,Consumer Services,06/06/2011,1699614921
1690,SHA.AX,SHAPE AUSTRALIA CORPORATION LIMITED,Capital Goods,17/12/2021,115841348
1691,SHE.AX,STONEHORSE ENERGY LIMITED,Energy,24/07/2000,10266901
1692,SHG.AX,SINGULAR HEALTH GROUP LTD,Health Care Equipment & Services,12/02/2021,4967012
1693,SHJ.AX,SHINE JUSTICE LTD,Consumer Services,15/05/2013,128213741
1694,SHL.AX,SONIC HEALTHCARE LIMITED,Health Care Equipment & Services,30/04/1987,16519108381
1695,SHM.AX,SHRIRO HOLDINGS LIMITED,Consumer Durables & Apparel,23/06/2015,67008891
1696,SHN.AX,SUNSHINE GOLD LIMITED,Materials,25/01/2002,16146497
1697,SHO.AX,SPORTSHERO LIMITED,Media & Entertainment,12/06/2008,14087527
1698,SHP.AX,SOUTH HARZ POTASH LTD,Materials,20/01/2017,18000373
1699,SHV.AX,SELECT HARVESTS LIMITED,"Food, Beverage & Tobacco",15/06/1978,521762842
1700,SI6.AX,SI6 METALS LIMITED,Materials,18/01/2008,10467762
1701,SIG.AX,SIGMA HEALTHCARE LIMITED,Health Care Equipment & Services,30/10/2002,900384954
1702,SIH.AX,SIHAYO GOLD LIMITED,Materials,31/03/1988,12204256
1703,SIO.AX,SIMONDS GROUP LIMITED,Consumer Durables & Apparel,17/11/2014,53985968
1704,SIQ.AX,SMARTGROUP CORPORATION LTD,Commercial & Professional Services,02/07/2014,1056564407
1705,SIS.AX,SIMBLE SOLUTIONS LIMITED,Software & Services,22/02/2018,3617704
1706,SIT.AX,SITE GROUP INTERNATIONAL LIMITED,Consumer Services,21/08/1987,9108716
1707,SIV.AX,SIV CAPITAL LIMITED,Capital Goods,31/05/2005,8997039
1708,SIX.AX,SPRINTEX LIMITED,Automobiles & Components,29/05/2008,7630630
1709,SKC.AX,SKYCITY ENTERTAINMENT GROUP LIMITED,Consumer Services,29/03/1999,1535614522
1710,SKF.AX,SKYFII LTD,Software & Services,17/12/1999,18667941
1711,SKN.AX,SKIN ELEMENTS LIMITED,Household & Personal Products,06/01/2017,4506665
1712,SKO.AX,SERKO LIMITED,Software & Services,25/06/2018,404350741
1713,SKS.AX,SKS TECHNOLOGIES GROUP LIMITED,Capital Goods,01/01/1974,16954234
1714,SKT.AX,SKY NETWORK TELEVISION LIMITED.,Media & Entertainment,04/07/2005,313598441
1715,SKY.AX,SKY METALS LIMITED,Materials,11/03/2004,16364045
1716,SLA.AX,SILK LASER AUSTRALIA LIMITED,Health Care Equipment & Services,15/12/2020,152988990
1717,SLB.AX,STELAR METALS LIMITED,Class Pend,18/03/2022,11351250
1718,SLC.AX,SUPERLOOP LIMITED,Telecommunication Services,04/06/2015,306984088
1719,SLH.AX,SILK LOGISTICS HOLDINGS LIMITED,Transportation,09/07/2021,162741147
1720,SLM.AX,SOLIS MINERALS LTD.,Materials,24/12/2021,66536521
1721,SLR.AX,SILVER LAKE RESOURCES LIMITED,Materials,14/11/2007,883257116
1722,SLS.AX,SOLSTICE MINERALS LIMITED,Materials,02/05/2022,14541587
1723,SLX.AX,SILEX SYSTEMS LIMITED,Capital Goods,07/05/1998,936987269
1724,SLZ.AX,SULTAN RESOURCES LTD,Materials,16/08/2018,6223982
1725,SM1.AX,SYNLAIT MILK LIMITED,"Food, Beverage & Tobacco",25/11/2016,338801575
1726,SMI.AX,SANTANA MINERALS LIMITED,Materials,31/05/2013,95413247
1727,SMN.AX,STRUCTURAL MONITORING SYSTEMS PLC,Technology Hardware & Equipment,16/08/2004,106672803
1728,SMP.AX,SMARTPAY HOLDINGS LIMITED,Financial Services,04/09/2013,386021640
1729,SMR.AX,STANMORE RESOURCES LIMITED,Materials,09/12/2009,2388687830
1730,SMS.AX,STAR MINERALS LIMITED,Materials,27/10/2021,2196034
1731,SNC.AX,SANDON CAPITAL INVESTMENTS LIMITED,Not Applic,23/12/2013,84176385
1732,SND.AX,SAUNDERS INTERNATIONAL LIMITED,Capital Goods,05/12/2007,123076519
1733,SNG.AX,SIREN GOLD LIMITED,Materials,07/10/2020,12217552
1734,SNL.AX,SUPPLY NETWORK LIMITED,Consumer Discretionary Distribution & Retail,10/09/1987,600475848
1735,SNS.AX,SENSEN NETWORKS LIMITED,Software & Services,31/05/2007,33961617
1736,SNX.AX,SIERRA NEVADA GOLD INC.,Materials,03/05/2022,8189890
1737,SNZ.AX,SUMMERSET GROUP HOLDINGS LIMITED,Health Care Equipment & Services,18/07/2013,2012885640
1738,SO4.AX,SALT LAKE POTASH LIMITED,Materials,03/11/2006,SUSPENDED
1739,SOC.AX,SOCO CORPORATION LTD,Software & Services,23/12/2022,32204494
1740,SOL.AX,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,Financial Services,21/01/1903,11655652296
1741,SOM.AX,SOMNOMED LIMITED,Health Care Equipment & Services,27/08/2004,78621349
1742,SOP.AX,SYNERTEC CORPORATION LIMITED,Commercial & Professional Services,28/05/2013,97086585
1743,SOR.AX,STRATEGIC ELEMENTS LIMITED,Financial Services,11/08/2011,49162678
1744,SOV.AX,SOVEREIGN CLOUD HOLDINGS LIMITED,Software & Services,14/12/2020,8315316
1745,SP3.AX,SPECTUR LIMITED,Technology Hardware & Equipment,01/08/2017,5193052
1746,SP8.AX,STREAMPLAY STUDIO LIMITED,Media & Entertainment,09/06/1971,10243114
1747,SPA.AX,SPACETALK LTD,Software & Services,17/07/2001,8714802
1748,SPD.AX,SOUTHERN PALLADIUM LIMITED,Materials,08/06/2022,32310000
1749,SPK.AX,SPARK NEW ZEALAND LIMITED,Telecommunication Services,22/08/1991,8543511695
1750,SPL.AX,STARPHARMA HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",28/09/2000,147777508
1751,SPN.AX,SPARC TECHNOLOGIES LIMITED,Materials,03/07/1986,24409017
1752,SPQ.AX,SUPERIOR RESOURCES LIMITED,Materials,12/11/2007,51367505
1753,SPT.AX,SPLITIT PAYMENTS LTD,Financial Services,29/01/2019,53681881
1754,SPX.AX,SPENDA LIMITED,Software & Services,29/05/2002,32560675
1755,SPZ.AX,SMART PARKING LIMITED,Technology Hardware & Equipment,09/01/2007,92843545
1756,SQ2.AX,BLOCK INC.,Financial Services,20/01/2022,55277036027
1757,SQX.AX,SQX RESOURCES LIMITED,Materials,20/02/2023,3750000
1758,SRG.AX,SRG GLOBAL LIMITED,Capital Goods,17/08/2007,371421534
1759,SRH.AX,SAFEROADS HOLDINGS LIMITED,Transportation,15/12/2005,5619267
1760,SRI.AX,SIPA RESOURCES LIMITED,Materials,23/08/1990,3878688
1761,SRJ.AX,SRJ TECHNOLOGIES GROUP PLC,Energy,18/09/2020,12385507
1762,SRK.AX,STRIKE RESOURCES LIMITED,Materials,07/03/2000,17592500
1763,SRL.AX,SUNRISE ENERGY METALS LIMITED,Materials,09/11/2007,92759615
1764,SRN.AX,SUREFIRE RESOURCES NL,Materials,11/06/1999,21467725
1765,SRR.AX,SARAMA RESOURCES LTD,Materials,02/05/2022,11844163
1766,SRT.AX,STRATA INVESTMENT HOLDINGS PLC,Materials,27/05/2021,33884715
1767,SRV.AX,SERVCORP LIMITED,Real Estate Management & Development,06/12/1999,294326380
1768,SRX.AX,SIERRA RUTILE HOLDINGS LIMITED,Materials,27/07/2022,95453201
1769,SRY.AX,STORY-I LIMITED,Consumer Discretionary Distribution & Retail,20/01/2015,2634834
1770,SRZ.AX,STELLAR RESOURCES LIMITED,Materials,28/04/2005,10562625
1771,SSG.AX,SHAVER SHOP GROUP LIMITED,Consumer Discretionary Distribution & Retail,01/07/2016,121841619
1772,SSH.AX,SSH GROUP LTD,Energy,17/09/2021,9809978
1773,SSL.AX,SIETEL LIMITED,Real Estate Management & Development,01/01/1974,62378261
1774,SSM.AX,SERVICE STREAM LIMITED,Capital Goods,09/12/2004,483523179
1775,SSR.AX,SSR MINING INC.,Materials,17/09/2020,4198233533
1776,SST.AX,STEAMSHIPS TRADING COMPANY LIMITED,Capital Goods,30/06/1962,302330311
1777,ST1.AX,SPIRIT TECHNOLOGY SOLUTIONS LTD,Telecommunication Services,22/10/1999,26481769
1778,STA.AX,STRANDLINE RESOURCES LIMITED,Materials,17/05/2000,344544383
1779,STG.AX,STRAKER TRANSLATIONS LIMITED,Media & Entertainment,22/10/2018,44434741
1780,STK.AX,STRICKLAND METALS LIMITED,Materials,06/04/2006,69949373
1781,STM.AX,SUNSTONE METALS LTD,Materials,22/03/2007,64721682
1782,STN.AX,SATURN METALS LIMITED,Materials,09/03/2018,30595815
1783,STO.AX,SANTOS LIMITED,Energy,01/10/1954,24841030729
1784,STP.AX,STEP ONE CLOTHING LIMITED,Consumer Discretionary Distribution & Retail,01/11/2021,61162296
1785,STX.AX,STRIKE ENERGY LIMITED,Energy,05/08/2004,1151856032
1786,SUH.AX,SOUTHERN HEMISPHERE MINING LIMITED,Materials,05/01/2010,8030886
1787,SUL.AX,SUPER RETAIL GROUP LIMITED,Consumer Discretionary Distribution & Retail,06/07/2004,2438926200
1788,SUM.AX,SUMMIT MINERALS LIMITED,Materials,05/08/2022,4191312
1789,SUN.AX,SUNCORP GROUP LIMITED,Insurance,07/07/1988,17186980259
1790,SUV.AX,SUVO STRATEGIC MINERALS LIMITED,Materials,17/05/2011,20722974
1791,SVG.AX,SAVANNAH GOLDFIELDS LIMITED,Materials,02/04/1987,22522570
1792,SVL.AX,SILVER MINES LIMITED,Materials,19/01/2007,259801446
1793,SVM.AX,SOVEREIGN METALS LIMITED,Materials,22/01/2007,230728761
1794,SVR.AX,SOLVAR LIMITED,Financial Services,19/10/2006,317193226
1795,SVW.AX,SEVEN GROUP HOLDINGS LIMITED,Capital Goods,30/04/2010,9052453853
1796,SVY.AX,STAVELY MINERALS LIMITED,Materials,07/05/2014,39152846
1797,SW1.AX,SWIFT NETWORKS GROUP LIMITED,Media & Entertainment,30/06/1994,8315934
1798,SWF.AX,SELFWEALTH LIMITED,Financial Services,23/11/2017,35528935
1799,SWM.AX,SEVEN WEST MEDIA LIMITED,Media & Entertainment,09/01/1992,605864600
1800,SWP.AX,SWOOP HOLDINGS LIMITED,Telecommunication Services,06/10/1988,47970418
1801,SXE.AX,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Capital Goods,28/11/2007,167359317
1802,SXG.AX,SOUTHERN CROSS GOLD LTD,Materials,16/05/2022,91006228
1803,SXL.AX,SOUTHERN CROSS MEDIA GROUP LIMITED,Media & Entertainment,17/11/2005,206313268
1804,SYA.AX,SAYONA MINING LIMITED,Materials,30/03/2004,1807044844
1805,SYM.AX,SYMBIO HOLDINGS LIMITED,Software & Services,18/05/2006,159343643
1806,SYR.AX,SYRAH RESOURCES LIMITED,Materials,11/09/2007,584651536
1807,SZL.AX,SEZZLE INC.,Financial Services,30/07/2019,134217899
1808,T3D.AX,333D LIMITED,Commercial & Professional Services,27/12/2006,3189317
1809,T3K.AX,TEK-OCEAN GROUP LIMITED,Energy,02/09/2021,SUSPENDED
1810,T88.AX,TAITON RESOURCES LIMITED,Materials,19/12/2022,13141718
1811,T92.AX,TERRA URANIUM LIMITED,Energy,08/09/2022,10656929
1812,TAH.AX,TABCORP HOLDINGS LIMITED,Consumer Services,15/08/1994,2498324708
1813,TAL.AX,TALIUS GROUP LIMITED,Software & Services,02/06/2006,25065033
1814,TAM.AX,TANAMI GOLD NL,Materials,11/12/1986,42303494
1815,TAR.AX,TARUGA MINERALS LIMITED,Materials,07/02/2012,8472321
1816,TAS.AX,TASMAN RESOURCES LTD,Materials,18/12/2001,4988685
1817,TBA.AX,TOMBOLA GOLD LTD,Materials,03/05/2012,SUSPENDED
1818,TBN.AX,TAMBORAN RESOURCES LIMITED,Energy,02/07/2021,290282204
1819,TBR.AX,TRIBUNE RESOURCES LIMITED,Materials,04/05/1989,181539546
1820,TCG.AX,TURACO GOLD LIMITED,Materials,22/07/2008,25135833
1821,TCL.AX,TRANSURBAN GROUP,Transportation,14/03/1996,44051827105
1822,TCO.AX,TRANSMETRO CORPORATION LIMITED,Consumer Services,17/09/1987,22081584
1823,TD1.AX,TALI DIGITAL LIMITED,Health Care Equipment & Services,23/09/2004,3295156
1824,TDO.AX,3D OIL LIMITED,Energy,22/05/2007,13268678
1825,TEE.AX,TOP END ENERGY LIMITED,Energy,04/04/2022,11488125
1826,TEG.AX,TRIANGLE ENERGY (GLOBAL) LIMITED,Energy,06/01/2006,22014684
1827,TEK.AX,THORNEY TECHNOLOGIES LTD,Not Applic,10/05/2005,69583760
1828,TEM.AX,TEMPEST MINERALS LIMITED,Materials,28/03/2017,6588681
1829,TER.AX,TERRACOM LIMITED,Energy,22/07/2010,344415481
1830,TFL.AX,TASFOODS LIMITED,"Food, Beverage & Tobacco",16/12/1999,10490292
1831,TG1.AX,TECHGEN METALS LTD,Materials,07/04/2021,5401780
1832,TG6.AX,TG METALS LIMITED,Materials,26/05/2022,6305521
1833,TGA.AX,THORN GROUP LIMITED,Consumer Discretionary Distribution & Retail,13/12/2006,40500082
1834,TGF.AX,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,Not Applic,12/10/2018,138299623
1835,TGH.AX,TERRAGEN HOLDINGS LIMITED,Materials,11/12/2019,4908687
1836,TGM.AX,THETA GOLD MINES LIMITED,Materials,07/04/2011,42997483
1837,TGN.AX,TUNGSTEN MINING NL,Materials,17/12/2012,70777284
1838,TGP.AX,360 CAPITAL GROUP,Financial Services,26/07/2005,169903336
1839,THL.AX,TOURISM HOLDINGS RENTALS LIMITED,Transportation,02/12/2022,736425303
1840,THR.AX,THOR ENERGY PLC,Materials,27/09/2006,9571651
1841,TI1.AX,TOMBADOR IRON LIMITED,Materials,22/11/2004,42992147
1842,TIA.AX,TIAN AN AUSTRALIA LIMITED,Real Estate Management & Development,11/12/1985,25982649
1843,TIE.AX,TIETTO MINERALS LIMITED,Materials,18/01/2018,494825008
1844,TIG.AX,TIGERS REALM COAL LIMITED,Materials,29/08/2011,65333512
1845,TIP.AX,TEAMINVEST PRIVATE GROUP LIMITED,Financial Services,24/05/2019,50222416
1846,TKL.AX,TRAKA RESOURCES LIMITED,Materials,20/11/2003,6099305
1847,TKM.AX,TREK METALS LIMITED,Materials,05/07/2007,32042991
1848,TLC.AX,THE LOTTERY CORPORATION LIMITED,Consumer Services,24/05/2022,11484981987
1849,TLG.AX,TALGA GROUP LTD,Materials,09/07/2010,492265645
1850,TLM.AX,TALISMAN MINING LIMITED,Materials,25/11/2005,31072858
1851,TLS.AX,TELSTRA GROUP LIMITED,Telecommunication Services,17/11/1997,50146214712
1852,TLX.AX,TELIX PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",15/11/2017,3981666113
1853,TMB.AX,TAMBOURAH METALS LTD,Materials,12/08/2021,6177825
1854,TMG.AX,TRIGG MINERALS LIMITED,Materials,03/10/2019,2618000
1855,TMH.AX,THE MARKET HERALD LIMITED,Media & Entertainment,15/09/2016,104316089
1856,TMK.AX,TMK ENERGY LIMITED,Energy,10/07/2008,65397531
1857,TML.AX,TIMAH RESOURCES LIMITED,Utilities,16/09/2015,3550390
1858,TMR.AX,TEMPUS RESOURCES LTD,Materials,15/08/2018,10602500
1859,TMS.AX,TENNANT MINERALS LIMITED,Materials,17/08/2004,22023569
1860,TMT.AX,TECHNOLOGY METALS AUSTRALIA LIMITED,Materials,21/12/2016,66114356
1861,TMX.AX,TERRAIN MINERALS LIMITED,Materials,23/03/2006,6499196
1862,TMZ.AX,THOMSON RESOURCES LIMITED,Materials,17/12/2010,SUSPENDED
1863,TNC.AX,TRUE NORTH COPPER LIMITED,Materials,10/11/2020,113103602
1864,TNE.AX,TECHNOLOGY ONE LIMITED,Software & Services,08/12/1999,4991850180
1865,TNT.AX,TESSERENT LIMITED,Software & Services,15/02/2016,169272765
1866,TNY.AX,TINYBEANS GROUP LTD,Media & Entertainment,21/04/2017,12890946
1867,TOE.AX,TORO ENERGY LIMITED,Energy,24/03/2006,43588876
1868,TON.AX,TRITON MINERALS LTD,Materials,14/08/2009,51524735
1869,TOP.AX,THORNEY OPPORTUNITIES LTD,Not Applic,22/03/2000,92348656
1870,TOR.AX,TORQUE METALS LIMITED..,Materials,25/06/2021,12523815
